"Date(UTC)","OrderNo","Pair","Type","Side","Order Price","Order Amount","Time","Executed","Average Price","Trading total","Status"
"2022-02-25 13:06:33","173136044","MFTUSDT","Limit","BUY","0.0058970000","6729.0000000000MFT","2022-02-25 13:06:50","0.0000000000MFT","0E-8","0.0000000000USDT","CANCELED"
"2022-02-25 12:58:46","362362805","CAKEUSDT","Limit","BUY","6.5100000000","6.0900000000CAKE","2022-02-25 12:58:46","6.0900000000CAKE","6.51000000","39.6459000000USDT","FILLED"
"2022-02-25 10:23:59","2730918757","DOTUSDT","Market","BUY","0E-10","1.8600000000DOT","2022-02-25 10:23:59","1.8600000000DOT","16.07000000","29.8902000000USDT","FILLED"
"2022-02-25 10:23:17","2730917627","DOTUSDT","Limit","BUY","16.0400000000","1.8700000000DOT","2022-02-25 10:23:45","0.0000000000DOT","0E-8","0.0000000000USDT","CANCELED"
"2022-02-25 10:19:54","2991633351","ADAUSDT","Limit","SELL","2.8410000000","21.6000000000ADA","2022-02-25 10:19:54","0.0000000000ADA","0E-8","0.0000000000USDT","UNKNOWN_STATUS"
"2022-02-25 10:19:27","2991632334","ADAUSDT","Limit","SELL","1.8410000000","21.6000000000ADA","2022-02-25 10:19:27","0.0000000000ADA","0E-8","0.0000000000USDT","UNKNOWN_STATUS"
"2022-02-25 10:18:33","2991630212","ADAUSDT","Limit","BUY","0.8410000000","43.2000000000ADA","2022-02-25 10:18:33","43.2000000000ADA","0.84100000","36.3312000000USDT","FILLED"
"2022-02-25 10:17:49","263273774","GALABUSD","Limit","SELL","1.1133300000","39.0000000000GALA","2022-02-25 10:17:49","0.0000000000GALA","0E-8","0.0000000000BUSD","UNKNOWN_STATUS"
"2022-02-25 10:17:17","263272978","GALABUSD","Limit","SELL","0.8333900000","39.0000000000GALA","2022-02-25 10:17:17","0.0000000000GALA","0E-8","0.0000000000BUSD","UNKNOWN_STATUS"
"2022-02-25 10:16:51","263272368","GALABUSD","Limit","SELL","0.6334700000","78.0000000000GALA","2022-02-25 10:16:51","0.0000000000GALA","0E-8","0.0000000000BUSD","UNKNOWN_STATUS"
"2022-02-25 10:15:55","873206807","GALAUSDT","Limit","SELL","0.4334400000","51.0000000000GALA","2022-02-25 10:15:55","0.0000000000GALA","0E-8","0.0000000000USDT","UNKNOWN_STATUS"
"2022-02-25 10:15:09","873200721","GALAUSDT","Limit","BUY","0.2337100000","207.0000000000GALA","2022-02-25 10:15:10","207.0000000000GALA","0.23371000","48.3779700000USDT","FILLED"
"2022-02-25 10:11:49","56030817","USDTBRL","Limit","BUY","5.1560000000","193.9000000000USDT","2022-02-25 10:11:49","193.9000000000USDT","5.15600000","999.7484000000BRL","FILLED"
"2022-02-23 11:35:07","15416342","WINBRL","Limit","SELL","0.0031440000","20013.0000000000WIN","2022-02-23 11:35:07","0.0000000000WIN","0E-8","0.0000000000BRL","UNKNOWN_STATUS"
"2022-02-23 10:23:11","15414684","WINBRL","Limit","SELL","0.0071140000","7209.0000000000WIN","2022-02-23 10:23:11","0.0000000000WIN","0E-8","0.0000000000BRL","UNKNOWN_STATUS"
"2022-02-23 10:22:11","15414653","WINBRL","Limit","SELL","0.0045900000","7208.0000000000WIN","2022-02-23 10:22:11","0.0000000000WIN","0E-8","0.0000000000BRL","UNKNOWN_STATUS"
"2022-02-23 10:20:28","16692756","AXSBRL","Limit","SELL","927.9000000000","0.1300000000AXS","2023-05-04 03:00:02","0.0000000000AXS","0E-8","0.0000000000BRL","EXPIRED"
"2022-02-23 10:19:48","16692753","AXSBRL","Limit","SELL","637.9000000000","0.1300000000AXS","2023-05-04 03:00:02","0.0000000000AXS","0E-8","0.0000000000BRL","EXPIRED"
"2022-02-23 10:18:21","52543541","ADABRL","Limit","SELL","16.7320000000","7.1000000000ADA","2022-02-23 10:18:21","0.0000000000ADA","0E-8","0.0000000000BRL","UNKNOWN_STATUS"
"2022-02-23 10:17:56","52543525","ADABRL","Limit","SELL","14.7320000000","7.0000000000ADA","2022-02-23 10:17:56","0.0000000000ADA","0E-8","0.0000000000BRL","UNKNOWN_STATUS"
"2022-02-23 10:16:20","5897677","C98BRL","Limit","SELL","28.2000000000","5.4000000000C98","2023-02-10 03:00:18","0.0000000000C98","0E-8","0.0000000000BRL","EXPIRED"
"2022-02-23 10:15:34","5897670","C98BRL","Limit","SELL","17.2000000000","5.3000000000C98","2023-02-10 03:00:18","0.0000000000C98","0E-8","0.0000000000BRL","EXPIRED"
"2022-02-23 10:14:47","5897654","C98BRL","Limit","BUY","7.2000000000","10.8000000000C98","2022-02-23 10:14:47","10.8000000000C98","7.20000000","77.7600000000BRL","FILLED"
"2022-02-23 10:13:41","16692627","AXSBRL","Limit","BUY","268.9000000000","0.2700000000AXS","2022-02-23 10:13:41","0.2700000000AXS","267.90000000","72.3330000000BRL","FILLED"
"2022-02-23 10:12:07","15414465","WINBRL","Limit","BUY","0.0014540000","34430.0000000000WIN","2022-02-23 11:11:24","34430.0000000000WIN","0.00145400","50.0612200000BRL","FILLED"
"2022-02-23 10:10:39","52543255","ADABRL","Limit","BUY","4.7130000000","14.1000000000ADA","2022-02-23 10:10:39","14.1000000000ADA","4.71300000","66.4533000000BRL","FILLED"
"2022-01-22 19:34:44","422929367","LINKBUSD","Limit","SELL","49.3700000000","1.8200000000LINK","2022-01-22 19:34:44","0.0000000000LINK","0E-8","0.0000000000BUSD","UNKNOWN_STATUS"
"2022-01-22 19:32:58","40126337","WINBUSD","Limit","SELL","0.0010294000","22588.0000000000WIN","2022-01-22 19:32:58","0.0000000000WIN","0E-8","0.0000000000BUSD","UNKNOWN_STATUS"
"2022-01-22 19:32:28","40126170","WINBUSD","Limit","SELL","0.0008931000","22588.0000000000WIN","2022-01-22 19:32:28","0.0000000000WIN","0E-8","0.0000000000BUSD","UNKNOWN_STATUS"
"2022-01-22 19:31:39","40125963","WINBUSD","Limit","SELL","0.0004929000","22588.0000000000WIN","2022-01-22 19:32:34","0.0000000000WIN","0E-8","0.0000000000BUSD","CANCELED"
"2022-01-21 22:13:36","422138404","LINKBUSD","Limit","SELL","47.9900000000","0.5900000000LINK","2022-01-21 22:13:36","0.0000000000LINK","0E-8","0.0000000000BUSD","UNKNOWN_STATUS"
"2022-01-21 22:12:51","422137868","LINKBUSD","Limit","SELL","29.0800000000","0.5800000000LINK","2022-01-21 22:12:51","0.0000000000LINK","0E-8","0.0000000000BUSD","UNKNOWN_STATUS"
"2022-01-21 13:02:35","43817868","SHIBBRL","Limit","BUY","0.0000471400","1517077.0000000000SHIB","2022-02-23 10:08:59","0.0000000000SHIB","0E-8","0.0000000000BRL","CANCELED"
"2022-01-21 13:01:37","14151480","WINBRL","Limit","BUY","0.0015830000","45176.0000000000WIN","2022-01-22 09:48:33","45176.0000000000WIN","0.00158300","71.5136080000BRL","FILLED"
"2022-01-21 12:59:42","144785044","ETHBRL","Limit","BUY","8328.1900000000","0.0057000000ETH","2022-02-23 10:09:02","0.0000000000ETH","0E-8","0.0000000000BRL","CANCELED"
"2022-01-21 12:58:55","17344088","MATICBRL","Limit","BUY","5.0730000000","12.5000000000MATIC","2022-02-23 10:09:03","0.0000000000MATIC","0E-8","0.0000000000BRL","CANCELED"
"2022-01-21 12:56:28","19454463","ENJBRL","Limit","BUY","6.5350000000","12.9000000000ENJ","2022-02-23 10:09:07","0.0000000000ENJ","0E-8","0.0000000000BRL","CANCELED"
"2022-01-21 12:55:33","67508663","BNBBRL","Limit","BUY","1867.0000000000","0.0600000000BNB","2022-01-22 10:10:31","0.0600000000BNB","1867.00000000","112.0200000000BRL","FILLED"
